Inicial,Upcard,Acoes,Final,Valor,DealerFinal,Resultado,Aposta,PNL,Double,Split,BJ_Jogador,BJ_Dealer
35,A,HS,35J,18,7AA,D,1.0,-1.0,N,N,N,N
2Q,A,HS,27Q,19,7AA,E,1.0,0.0,N,N,N,N
QK,9,S,QK,20,2459,E,1.0,0.0,N,N,N,N
67,9,HH,2677,22,2459,D,1.0,-1.0,N,N,N,N
2A,9,HHS,24QA,17,2459,D,1.0,-1.0,N,N,N,N
68,9,H,678,21,2459,V,1.0,1.0,N,N,N,N
QK,9,S,QK,20,2459,E,1.0,0.0,N,N,N,N
47,9,D,477,18,2459,D,1.0,-2.0,S,N,N,N
23,9,HH,237J,22,2459,D,1.0,-1.0,N,N,N,N
5Q,6,S,5Q,15,6JJ,V,1.0,1.0,N,N,N,N
37,6,D,37K,20,6JJ,V,1.0,2.0,S,N,N,N
AA,6,P,6A,17,6JJ,V,1.0,1.0,N,S,N,N
2A,6,-,2A,13,6JJ,V,1.0,1.0,N,S,N,N
6J,6,S,6J,16,6JJ,V,1.0,1.0,N,N,N,N
56,6,D,568,19,6JJ,V,1.0,2.0,S,N,N,N
37,6,D,37T,20,6JJ,V,1.0,2.0,S,N,N,N
2Q,6,S,2Q,12,6JJ,V,1.0,1.0,N,N,N,N
2K,6,S,2K,12,667,D,1.0,-1.0,N,N,N,N
8K,6,S,8K,18,667,D,1.0,-1.0,N,N,N,N
9J,6,S,9J,19,667,E,1.0,0.0,N,N,N,N
8Q,6,S,8Q,18,667,D,1.0,-1.0,N,N,N,N
6T,6,S,6T,16,667,D,1.0,-1.0,N,N,N,N
QQ,6,S,QQ,20,667,V,1.0,1.0,N,N,N,N
5T,6,S,5T,15,667,D,1.0,-1.0,N,N,N,N
39,4,S,39,12,249K,V,1.0,1.0,N,N,N,N
37,4,D,379,19,249K,V,1.0,2.0,S,N,N,N
TK,4,S,TK,20,249K,V,1.0,1.0,N,N,N,N
7A,4,D,47A,12,249K,V,1.0,2.0,S,N,N,N
33,4,P,36,9,249K,V,1.0,1.0,N,S,N,N
38,4,H,38K,21,249K,V,1.0,1.0,N,S,N,N
TQ,4,S,TQ,20,249K,V,1.0,1.0,N,N,N,N
68,4,S,68,14,249K,V,1.0,1.0,N,N,N,N
TQ,3,S,TQ,20,346J,V,1.0,1.0,N,N,N,N
TJ,3,S,TJ,20,346J,V,1.0,1.0,N,N,N,N
5K,3,S,5K,15,346J,V,1.0,1.0,N,N,N,N
JQ,3,S,JQ,20,346J,V,1.0,1.0,N,N,N,N
9J,3,S,9J,19,346J,V,1.0,1.0,N,N,N,N
TA,3,-,TA,21,346J,V,1.0,1.5,N,N,S,N
26,3,HD,226K,20,346J,V,1.0,2.0,S,N,N,N
49,5,S,49,13,579,D,1.0,-1.0,N,N,N,N
4K,5,S,4K,14,579,D,1.0,-1.0,N,N,N,N
27,5,D,267,15,579,D,1.0,-2.0,S,N,N,N
9A,5,S,9A,20,579,D,1.0,-1.0,N,N,N,N
8A,5,S,8A,19,579,D,1.0,-1.0,N,N,N,N
7Q,5,S,7Q,17,579,D,1.0,-1.0,N,N,N,N
44,5,HS,444,12,579,D,1.0,-1.0,N,N,N,N
6K,8,HS,36K,19,8J,V,1.0,1.0,N,N,N,N
8J,8,S,8J,18,8J,E,1.0,0.0,N,N,N,N
TK,8,S,TK,20,8J,V,1.0,1.0,N,N,N,N
79,8,HS,79A,17,8J,D,1.0,-1.0,N,N,N,N
57,8,H,57Q,22,8J,D,1.0,-1.0,N,N,N,N
36,8,HS,36J,19,8J,V,1.0,1.0,N,N,N,N
25,8,HHS,2556,18,8J,E,1.0,0.0,N,N,N,N
59,9,HS,569,20,469,V,1.0,1.0,N,N,N,N
9K,9,S,9K,19,469,E,1.0,0.0,N,N,N,N
24,9,HH,24TQ,26,469,D,1.0,-1.0,N,N,N,N
45,9,HH,345K,22,469,D,1.0,-1.0,N,N,N,N
5T,9,H,58T,23,469,D,1.0,-1.0,N,N,N,N
45,9,HS,45J,19,469,E,1.0,0.0,N,N,N,N
22,9,HH,22JK,24,469,D,1.0,-1.0,N,N,N,N
5Q,6,S,5Q,15,678,D,1.0,-1.0,N,N,N,N
7T,6,S,7T,17,678,D,1.0,-1.0,N,N,N,N
26,6,HS,26K,18,678,D,1.0,-1.0,N,N,N,N
5Q,6,S,5Q,15,678,D,1.0,-1.0,N,N,N,N
7Q,6,S,7Q,17,678,D,1.0,-1.0,N,N,N,N
56,6,D,566,17,678,D,1.0,-2.0,S,N,N,N
3K,6,S,3K,13,678,D,1.0,-1.0,N,N,N,N
4J,K,H,4JJ,24,46K,D,1.0,-1.0,N,N,N,N
8T,K,S,8T,18,46K,D,1.0,-1.0,N,N,N,N
25,K,HH,2589,24,46K,D,1.0,-1.0,N,N,N,N
5A,K,HS,45A,20,46K,E,1.0,0.0,N,N,N,N
2A,K,HHHS,2268A,19,46K,D,1.0,-1.0,N,N,N,N
7A,K,HHS,78AA,17,46K,D,1.0,-1.0,N,N,N,N
68,K,HS,668,20,46K,E,1.0,0.0,N,N,N,N
3Q,J,H,38Q,21,TJ,V,1.0,1.0,N,N,N,N
5J,J,H,5JJ,25,TJ,D,1.0,-1.0,N,N,N,N
6Q,J,H,6QK,26,TJ,D,1.0,-1.0,N,N,N,N
49,J,H,49Q,23,TJ,D,1.0,-1.0,N,N,N,N
89,J,S,89,17,TJ,D,1.0,-1.0,N,N,N,N
7T,J,S,7T,17,TJ,D,1.0,-1.0,N,N,N,N
6T,J,H,56T,21,TJ,V,1.0,1.0,N,N,N,N
49,2,S,49,13,27A,D,1.0,-1.0,N,N,N,N
9T,2,S,9T,19,27A,D,1.0,-1.0,N,N,N,N
7Q,2,S,7Q,17,27A,D,1.0,-1.0,N,N,N,N
5T,2,S,5T,15,27A,D,1.0,-1.0,N,N,N,N
3A,2,HH,36AA,21,27A,V,1.0,1.0,N,N,N,N
6K,2,S,6K,16,27A,D,1.0,-1.0,N,N,N,N
58,2,S,58,13,27A,D,1.0,-1.0,N,N,N,N
8K,Q,S,8K,18,7Q,V,1.0,1.0,N,N,N,N
6Q,Q,H,67Q,23,7Q,D,1.0,-1.0,N,N,N,N
24,Q,HHS,224J,18,7Q,V,1.0,1.0,N,N,N,N
7J,Q,S,7J,17,7Q,E,1.0,0.0,N,N,N,N
8K,Q,S,8K,18,7Q,V,1.0,1.0,N,N,N,N
25,Q,HS,25Q,17,7Q,E,1.0,0.0,N,N,N,N
4K,Q,H,4JK,24,7Q,D,1.0,-1.0,N,N,N,N
QQ,A,S,QQ,20,36A,E,1.0,0.0,N,N,N,N
8T,A,S,8T,18,36A,D,1.0,-1.0,N,N,N,N
4Q,A,HHS,24QA,17,36A,D,1.0,-1.0,N,N,N,N
36,A,HH,336J,22,36A,D,1.0,-1.0,N,N,N,N
22,A,HH,22TK,24,36A,D,1.0,-1.0,N,N,N,N
9K,A,S,9K,19,36A,D,1.0,-1.0,N,N,N,N
5Q,A,H,59Q,24,36A,D,1.0,-1.0,N,N,N,N
8K,2,S,8K,18,2357,V,1.0,1.0,N,N,N,N
57,2,HS,567,18,2357,V,1.0,1.0,N,N,N,N
48,2,HS,468,18,2357,V,1.0,1.0,N,N,N,N
4T,2,S,4T,14,2357,D,1.0,-1.0,N,N,N,N
4Q,2,S,4Q,14,2357,D,1.0,-1.0,N,N,N,N
6A,2,HS,6KA,17,2357,E,1.0,0.0,N,N,N,N
9T,2,S,9T,19,2357,V,1.0,1.0,N,N,N,N
3K,J,H,3KK,23,3JJ,D,1.0,-1.0,N,N,N,N
JJ,J,S,JJ,20,3JJ,V,1.0,1.0,N,N,N,N
48,J,HS,468,18,3JJ,V,1.0,1.0,N,N,N,N
66,J,H,66T,22,3JJ,D,1.0,-1.0,N,N,N,N
5A,J,HHS,566A,18,3JJ,V,1.0,1.0,N,N,N,N
2T,J,HS,27T,19,3JJ,V,1.0,1.0,N,N,N,N
TQ,J,S,TQ,20,3JJ,V,1.0,1.0,N,N,N,N
JQ,6,S,JQ,20,369,V,1.0,1.0,N,N,N,N
46,6,D,466,16,369,D,1.0,-2.0,S,N,N,N
35,6,HS,359,17,369,D,1.0,-1.0,N,N,N,N
49,6,S,49,13,369,D,1.0,-1.0,N,N,N,N
6J,6,S,6J,16,369,D,1.0,-1.0,N,N,N,N
9T,6,S,9T,19,369,V,1.0,1.0,N,N,N,N
26,6,HS,246,12,369,D,1.0,-1.0,N,N,N,N
5Q,J,H,5TQ,25,7J,D,1.0,-1.0,N,N,N,N
36,J,HS,36Q,19,7J,V,1.0,1.0,N,N,N,N
45,J,HH,4458,21,7J,V,1.0,1.0,N,N,N,N
55,J,HS,55J,20,7J,V,1.0,1.0,N,N,N,N
TT,J,S,TT,20,7J,V,1.0,1.0,N,N,N,N
7Q,J,S,7Q,17,7J,E,1.0,0.0,N,N,N,N
TT,J,S,TT,20,7J,V,1.0,1.0,N,N,N,N
25,9,HHHHS,257AAA,17,9Q,D,1.0,-1.0,N,N,N,N
4A,9,HHS,234A,20,9Q,V,1.0,1.0,N,N,N,N
57,9,H,57J,22,9Q,D,1.0,-1.0,N,N,N,N
3J,9,HHH,38JAA,23,9Q,D,1.0,-1.0,N,N,N,N
4J,9,H,47J,21,9Q,V,1.0,1.0,N,N,N,N
6A,9,HHH,267QA,26,9Q,D,1.0,-1.0,N,N,N,N
AA,9,P,3A,14,9Q,D,1.0,-1.0,N,S,N,N
AA,9,-,AA,12,9Q,D,1.0,-1.0,N,S,N,N
9Q,5,S,9Q,19,559,E,1.0,0.0,N,N,N,N
58,5,S,58,13,559,D,1.0,-1.0,N,N,N,N
6K,5,S,6K,16,559,D,1.0,-1.0,N,N,N,N
4A,5,D,45A,20,559,V,1.0,2.0,S,N,N,N
6A,5,D,26A,19,559,E,1.0,0.0,S,N,N,N
66,5,P,26,8,559,D,1.0,-1.0,N,S,N,N
6K,5,S,6K,16,559,D,1.0,-1.0,N,S,N,N
3K,5,S,3K,13,559,D,1.0,-1.0,N,N,N,N
8Q,5,S,8Q,18,2258,V,1.0,1.0,N,N,N,N
78,5,S,78,15,2258,D,1.0,-1.0,N,N,N,N
3T,5,S,3T,13,2258,D,1.0,-1.0,N,N,N,N
7T,5,S,7T,17,2258,E,1.0,0.0,N,N,N,N
9K,5,S,9K,19,2258,V,1.0,1.0,N,N,N,N
67,5,S,67,13,2258,D,1.0,-1.0,N,N,N,N
22,5,P,23,5,2258,D,1.0,-1.0,N,S,N,N
2Q,5,S,2Q,12,2258,D,1.0,-1.0,N,S,N,N
56,K,D,456,15,7K,D,1.0,-2.0,S,N,N,N
TK,K,S,TK,20,7K,V,1.0,1.0,N,N,N,N
45,K,HS,45T,19,7K,V,1.0,1.0,N,N,N,N
4J,K,H,4JQ,24,7K,D,1.0,-1.0,N,N,N,N
66,K,HH,66TA,23,7K,D,1.0,-1.0,N,N,N,N
2Q,K,HS,28Q,20,7K,V,1.0,1.0,N,N,N,N
49,K,H,49Q,23,7K,D,1.0,-1.0,N,N,N,N
7T,T,S,7T,17,TA,D,1.0,-1.0,N,N,N,S
36,T,HD,236Q,21,TA,D,1.0,-2.0,S,N,N,S
QA,T,-,QA,21,TA,E,1.0,0.0,N,N,S,S
JA,T,-,JA,21,TA,E,1.0,0.0,N,N,S,S
JA,T,-,JA,21,TA,E,1.0,0.0,N,N,S,S
3A,T,HHS,33TA,17,TA,D,1.0,-1.0,N,N,N,S
4K,T,HH,247K,23,TA,D,1.0,-1.0,N,N,N,S
JA,2,-,JA,21,26K,V,1.0,1.5,N,N,S,N
79,2,S,79,16,26K,D,1.0,-1.0,N,N,N,N
33,2,HS,339,15,26K,D,1.0,-1.0,N,N,N,N
38,2,D,368,17,26K,D,1.0,-2.0,S,N,N,N
5A,2,HS,59A,15,26K,D,1.0,-1.0,N,N,N,N
55,2,D,556,16,26K,D,1.0,-2.0,S,N,N,N
QK,2,S,QK,20,26K,V,1.0,1.0,N,N,N,N
29,7,D,229,13,7J,D,1.0,-2.0,S,N,N,N
4A,7,HH,48JA,23,7J,D,1.0,-1.0,N,N,N,N
5J,7,H,59J,24,7J,D,1.0,-1.0,N,N,N,N
69,7,H,669,21,7J,V,1.0,1.0,N,N,N,N
44,7,HH,4478,23,7J,D,1.0,-1.0,N,N,N,N
3Q,7,H,38Q,21,7J,V,1.0,1.0,N,N,N,N
3A,7,HHH,337KA,24,7J,D,1.0,-1.0,N,N,N,N
68,6,S,68,14,26K,D,1.0,-1.0,N,N,N,N
99,6,P,29,11,26K,D,1.0,-1.0,N,S,N,N
9T,6,S,9T,19,26K,V,1.0,1.0,N,S,N,N
6J,6,S,6J,16,26K,D,1.0,-1.0,N,N,N,N
22,6,P,23,5,26K,D,1.0,-1.0,N,S,N,N
27,6,HS,279,18,26K,E,1.0,0.0,N,S,N,N
48,6,S,48,12,26K,D,1.0,-1.0,N,N,N,N
7K,6,S,7K,17,26K,D,1.0,-1.0,N,N,N,N
4J,6,S,4J,14,26K,D,1.0,-1.0,N,N,N,N
8J,2,S,8J,18,26T,E,1.0,0.0,N,N,N,N
3Q,2,S,3Q,13,26T,D,1.0,-1.0,N,N,N,N
TA,2,-,TA,21,26T,V,1.0,1.5,N,N,S,N
34,2,HS,34A,18,26T,E,1.0,0.0,N,N,N,N
7A,2,S,7A,18,26T,E,1.0,0.0,N,N,N,N
67,2,S,67,13,26T,D,1.0,-1.0,N,N,N,N
22,2,HHD,2233T,20,26T,V,1.0,2.0,S,N,N,N
JK,T,S,JK,20,46T,E,1.0,0.0,N,N,N,N
27,T,HS,279,18,46T,D,1.0,-1.0,N,N,N,N
2A,T,HS,27A,20,46T,E,1.0,0.0,N,N,N,N
57,T,HH,2578,22,46T,D,1.0,-1.0,N,N,N,N
4T,T,HS,44T,18,46T,D,1.0,-1.0,N,N,N,N
79,T,H,579,21,46T,V,1.0,1.0,N,N,N,N
9A,T,S,9A,20,46T,E,1.0,0.0,N,N,N,N
KA,9,-,KA,21,9A,V,1.0,1.5,N,N,S,N
5A,9,HHS,557A,18,9A,D,1.0,-1.0,N,N,N,N
5J,9,H,5JK,25,9A,D,1.0,-1.0,N,N,N,N
34,9,HS,34J,17,9A,D,1.0,-1.0,N,N,N,N
TQ,9,S,TQ,20,9A,E,1.0,0.0,N,N,N,N
TA,9,-,TA,21,9A,V,1.0,1.5,N,N,S,N
8Q,9,S,8Q,18,9A,D,1.0,-1.0,N,N,N,N
57,A,H,57K,22,8A,D,1.0,-1.0,N,N,N,N
2J,A,HS,28J,20,8A,V,1.0,1.0,N,N,N,N
2J,A,HHS,25JA,18,8A,D,1.0,-1.0,N,N,N,N
9K,A,S,9K,19,8A,E,1.0,0.0,N,N,N,N
26,A,HHS,2467,19,8A,E,1.0,0.0,N,N,N,N
TQ,A,S,TQ,20,8A,V,1.0,1.0,N,N,N,N
6J,A,H,6TJ,26,8A,D,1.0,-1.0,N,N,N,N
26,Q,HH,266T,24,QQ,D,1.0,-1.0,N,N,N,N
JQ,Q,S,JQ,20,QQ,E,1.0,0.0,N,N,N,N
6K,Q,H,56K,21,QQ,V,1.0,1.0,N,N,N,N
8T,Q,S,8T,18,QQ,D,1.0,-1.0,N,N,N,N
38,Q,D,38A,12,QQ,D,1.0,-2.0,S,N,N,N
4Q,Q,HH,24TQ,26,QQ,D,1.0,-1.0,N,N,N,N
2K,Q,HS,28K,20,QQ,E,1.0,0.0,N,N,N,N
TK,Q,S,TK,20,49Q,V,1.0,1.0,N,N,N,N
7T,Q,S,7T,17,49Q,V,1.0,1.0,N,N,N,N
57,Q,HS,578,20,49Q,V,1.0,1.0,N,N,N,N
36,Q,HD,2368,19,49Q,V,1.0,2.0,S,N,N,N
QA,Q,-,QA,21,49Q,V,1.0,1.5,N,N,S,N
49,Q,H,49J,23,49Q,D,1.0,-1.0,N,N,N,N
2Q,Q,HS,27Q,19,49Q,V,1.0,1.0,N,N,N,N
57,6,S,57,12,369,D,1.0,-1.0,N,N,N,N
89,6,S,89,17,369,D,1.0,-1.0,N,N,N,N
58,6,S,58,13,369,D,1.0,-1.0,N,N,N,N
5A,6,D,5JA,16,369,D,1.0,-2.0,S,N,N,N
KK,6,S,KK,20,369,V,1.0,1.0,N,N,N,N
7Q,6,S,7Q,17,369,D,1.0,-1.0,N,N,N,N
8K,6,S,8K,18,369,E,1.0,0.0,N,N,N,N
3J,K,HHS,33JA,17,44K,D,1.0,-1.0,N,N,N,N
37,K,HH,367T,26,44K,D,1.0,-1.0,N,N,N,N
6T,K,H,56T,21,44K,V,1.0,1.0,N,N,N,N
7T,K,S,7T,17,44K,D,1.0,-1.0,N,N,N,N
49,K,HS,479,20,44K,V,1.0,1.0,N,N,N,N
66,K,HHS,2466,18,44K,E,1.0,0.0,N,N,N,N
8A,K,S,8A,19,44K,V,1.0,1.0,N,N,N,N
78,J,H,778,22,TJ,D,1.0,-1.0,N,N,N,N
2J,J,H,2TJ,22,TJ,D,1.0,-1.0,N,N,N,N
39,J,H,39Q,22,TJ,D,1.0,-1.0,N,N,N,N
9J,J,S,9J,19,TJ,D,1.0,-1.0,N,N,N,N
QK,J,S,QK,20,TJ,E,1.0,0.0,N,N,N,N
4J,J,H,4JQ,24,TJ,D,1.0,-1.0,N,N,N,N
2J,J,H,2JQ,22,TJ,D,1.0,-1.0,N,N,N,N
QA,2,-,QA,21,248Q,V,1.0,1.5,N,N,S,N
45,2,HS,455,14,248Q,V,1.0,1.0,N,N,N,N
QQ,2,S,QQ,20,248Q,V,1.0,1.0,N,N,N,N
38,2,D,38K,21,248Q,V,1.0,2.0,S,N,N,N
28,2,D,289,19,248Q,V,1.0,2.0,S,N,N,N
6T,2,S,6T,16,248Q,V,1.0,1.0,N,N,N,N
8K,2,S,8K,18,248Q,V,1.0,1.0,N,N,N,N
TQ,2,S,TQ,20,2TJ,V,1.0,1.0,N,N,N,N
6J,2,S,6J,16,2TJ,V,1.0,1.0,N,N,N,N
9Q,2,S,9Q,19,2TJ,V,1.0,1.0,N,N,N,N
34,2,HS,34J,17,2TJ,V,1.0,1.0,N,N,N,N
68,2,S,68,14,2TJ,V,1.0,1.0,N,N,N,N
68,2,S,68,14,2TJ,V,1.0,1.0,N,N,N,N
46,2,D,246,12,2TJ,V,1.0,2.0,S,N,N,N
99,5,P,99,18,558A,D,1.0,-1.0,N,S,N,N
29,5,HS,239,14,558A,D,1.0,-1.0,N,S,N,N
5T,5,S,5T,15,558A,D,1.0,-1.0,N,N,N,N
28,5,D,238,13,558A,D,1.0,-2.0,S,N,N,N
2K,5,S,2K,12,558A,D,1.0,-1.0,N,N,N,N
45,5,D,245,11,558A,D,1.0,-2.0,S,N,N,N
7K,5,S,7K,17,558A,D,1.0,-1.0,N,N,N,N
8A,5,S,8A,19,558A,E,1.0,0.0,N,N,N,N
JA,J,-,JA,21,JA,E,1.0,0.0,N,N,S,S
99,J,S,99,18,JA,D,1.0,-1.0,N,N,N,S
4K,J,H,49K,23,JA,D,1.0,-1.0,N,N,N,S
2A,J,HS,27A,20,JA,D,1.0,-1.0,N,N,N,S
5J,J,HS,25J,17,JA,D,1.0,-1.0,N,N,N,S
29,J,D,269,17,JA,D,1.0,-2.0,S,N,N,S
7J,J,S,7J,17,JA,D,1.0,-1.0,N,N,N,S
49,Q,H,489,21,25Q,V,1.0,1.0,N,N,N,N
TA,Q,-,TA,21,25Q,V,1.0,1.5,N,N,S,N
3K,Q,H,3KK,23,25Q,D,1.0,-1.0,N,N,N,N
4J,Q,HS,46J,20,25Q,V,1.0,1.0,N,N,N,N
2T,Q,HH,239T,24,25Q,D,1.0,-1.0,N,N,N,N
6A,Q,HS,36A,20,25Q,V,1.0,1.0,N,N,N,N
6A,Q,HS,6KA,17,25Q,E,1.0,0.0,N,N,N,N
46,5,D,46K,20,55J,E,1.0,0.0,S,N,N,N
55,5,D,555,15,55J,D,1.0,-2.0,S,N,N,N
45,5,D,345,12,55J,D,1.0,-2.0,S,N,N,N
38,5,D,368,17,55J,D,1.0,-2.0,S,N,N,N
7K,5,S,7K,17,55J,D,1.0,-1.0,N,N,N,N
89,5,S,89,17,55J,D,1.0,-1.0,N,N,N,N
JK,5,S,JK,20,55J,E,1.0,0.0,N,N,N,N
34,Q,HHS,34KA,18,QQ,D,1.0,-1.0,N,N,N,N
6K,Q,HS,46K,20,QQ,E,1.0,0.0,N,N,N,N
2Q,Q,HS,25Q,17,QQ,D,1.0,-1.0,N,N,N,N
99,Q,S,99,18,QQ,D,1.0,-1.0,N,N,N,N
6J,Q,H,6JQ,26,QQ,D,1.0,-1.0,N,N,N,N
38,Q,D,368,17,QQ,D,1.0,-2.0,S,N,N,N
68,Q,H,688,22,QQ,D,1.0,-1.0,N,N,N,N
8Q,J,S,8Q,18,JQ,D,1.0,-1.0,N,N,N,N
6Q,J,H,6JQ,26,JQ,D,1.0,-1.0,N,N,N,N
8K,J,S,8K,18,JQ,D,1.0,-1.0,N,N,N,N
4A,J,HHS,477A,19,JQ,D,1.0,-1.0,N,N,N,N
TK,J,S,TK,20,JQ,E,1.0,0.0,N,N,N,N
2K,J,HHH,237KA,23,JQ,D,1.0,-1.0,N,N,N,N
46,J,HS,46T,20,JQ,E,1.0,0.0,N,N,N,N
99,3,P,69,15,36AA,D,1.0,-1.0,N,S,N,N
9T,3,S,9T,19,36AA,D,1.0,-1.0,N,S,N,N
89,3,S,89,17,36AA,D,1.0,-1.0,N,N,N,N
79,3,S,79,16,36AA,D,1.0,-1.0,N,N,N,N
QK,3,S,QK,20,36AA,D,1.0,-1.0,N,N,N,N
29,3,D,29Q,21,36AA,E,1.0,0.0,S,N,N,N
4K,3,S,4K,14,36AA,D,1.0,-1.0,N,N,N,N
7T,3,S,7T,17,36AA,D,1.0,-1.0,N,N,N,N
57,K,HHH,3577A,23,24KA,D,1.0,-1.0,N,N,N,N
2J,K,H,2JK,22,24KA,D,1.0,-1.0,N,N,N,N
7Q,K,S,7Q,17,24KA,E,1.0,0.0,N,N,N,N
2T,K,H,2TT,22,24KA,D,1.0,-1.0,N,N,N,N
79,K,H,79J,26,24KA,D,1.0,-1.0,N,N,N,N
JK,K,S,JK,20,24KA,V,1.0,1.0,N,N,N,N
48,K,HH,348J,25,24KA,D,1.0,-1.0,N,N,N,N
69,6,S,69,15,567,D,1.0,-1.0,N,N,N,N
59,6,S,59,14,567,D,1.0,-1.0,N,N,N,N
99,6,P,89,17,567,D,1.0,-1.0,N,S,N,N
9K,6,S,9K,19,567,V,1.0,1.0,N,S,N,N
59,6,S,59,14,567,D,1.0,-1.0,N,N,N,N
27,6,D,237,12,567,D,1.0,-2.0,S,N,N,N
79,6,S,79,16,567,D,1.0,-1.0,N,N,N,N
8T,6,S,8T,18,567,E,1.0,0.0,N,N,N,N
79,K,H,789,24,4QK,D,1.0,-1.0,N,N,N,N
8Q,K,S,8Q,18,4QK,V,1.0,1.0,N,N,N,N
9T,K,S,9T,19,4QK,V,1.0,1.0,N,N,N,N
4K,K,H,4KK,24,4QK,D,1.0,-1.0,N,N,N,N
59,K,H,59Q,24,4QK,D,1.0,-1.0,N,N,N,N
6Q,K,H,69Q,25,4QK,D,1.0,-1.0,N,N,N,N
34,K,HS,34J,17,4QK,V,1.0,1.0,N,N,N,N
7Q,6,S,7Q,17,46T,D,1.0,-1.0,N,N,N,N
4T,6,S,4T,14,46T,D,1.0,-1.0,N,N,N,N
78,6,S,78,15,46T,D,1.0,-1.0,N,N,N,N
45,6,D,445,13,46T,D,1.0,-2.0,S,N,N,N
5T,6,S,5T,15,46T,D,1.0,-1.0,N,N,N,N
59,6,S,59,14,46T,D,1.0,-1.0,N,N,N,N
JK,6,S,JK,20,46T,E,1.0,0.0,N,N,N,N
2A,5,D,24A,17,3345Q,V,1.0,2.0,S,N,N,N
57,5,S,57,12,3345Q,V,1.0,1.0,N,N,N,N
9J,5,S,9J,19,3345Q,V,1.0,1.0,N,N,N,N
26,5,HS,26K,18,3345Q,V,1.0,1.0,N,N,N,N
6T,5,S,6T,16,3345Q,V,1.0,1.0,N,N,N,N
2A,5,D,26A,19,3345Q,V,1.0,2.0,S,N,N,N
5T,5,S,5T,15,3345Q,V,1.0,1.0,N,N,N,N
4A,A,-,4A,15,TA,D,1.0,-1.0,N,N,N,S
3A,A,-,3A,14,TA,D,1.0,-1.0,N,N,N,S
7A,A,-,7A,18,TA,D,1.0,-1.0,N,N,N,S
46,A,-,46,10,TA,D,1.0,-1.0,N,N,N,S
25,A,-,25,7,TA,D,1.0,-1.0,N,N,N,S
5Q,A,-,5Q,15,TA,D,1.0,-1.0,N,N,N,S
3J,A,-,3J,13,TA,D,1.0,-1.0,N,N,N,S
34,A,HHS,3348,18,45A,D,1.0,-1.0,N,N,N,N
23,A,HH,238J,23,45A,D,1.0,-1.0,N,N,N,N
7J,A,S,7J,17,45A,D,1.0,-1.0,N,N,N,N
6T,A,H,6TQ,26,45A,D,1.0,-1.0,N,N,N,N
TQ,A,S,TQ,20,45A,E,1.0,0.0,N,N,N,N
7A,A,HHS,457A,17,45A,D,1.0,-1.0,N,N,N,N
35,A,HS,35A,19,45A,D,1.0,-1.0,N,N,N,N
4J,6,S,4J,14,46K,D,1.0,-1.0,N,N,N,N
TJ,6,S,TJ,20,46K,E,1.0,0.0,N,N,N,N
37,6,D,237,12,46K,D,1.0,-2.0,S,N,N,N
49,6,S,49,13,46K,D,1.0,-1.0,N,N,N,N
4K,6,S,4K,14,46K,D,1.0,-1.0,N,N,N,N
8J,6,S,8J,18,46K,D,1.0,-1.0,N,N,N,N
9K,6,S,9K,19,46K,D,1.0,-1.0,N,N,N,N
79,7,H,579,21,3679,V,1.0,1.0,N,N,N,N
QA,7,-,QA,21,3679,V,1.0,1.5,N,N,S,N
33,7,P,38,11,3679,V,1.0,1.0,N,S,N,N
34,7,HH,345Q,22,3679,D,1.0,-1.0,N,S,N,N
JQ,7,S,JQ,20,3679,V,1.0,1.0,N,N,N,N
8Q,7,S,8Q,18,3679,V,1.0,1.0,N,N,N,N
79,7,HS,379,19,3679,V,1.0,1.0,N,N,N,N
28,7,D,228,12,3679,V,1.0,2.0,S,N,N,N
6J,9,HS,36J,19,239T,V,1.0,1.0,N,N,N,N
69,9,HH,669A,22,239T,D,1.0,-1.0,N,N,N,N
TK,9,S,TK,20,239T,V,1.0,1.0,N,N,N,N
6J,9,HS,6JA,17,239T,V,1.0,1.0,N,N,N,N
4K,9,HS,46K,20,239T,V,1.0,1.0,N,N,N,N
5Q,9,H,5QK,25,239T,D,1.0,-1.0,N,N,N,N
48,9,HS,478,19,239T,V,1.0,1.0,N,N,N,N
JA,J,-,JA,21,9J,V,1.0,1.5,N,N,S,N
89,J,S,89,17,9J,D,1.0,-1.0,N,N,N,N
TK,J,S,TK,20,9J,V,1.0,1.0,N,N,N,N
KA,J,-,KA,21,9J,V,1.0,1.5,N,N,S,N
59,J,H,579,21,9J,V,1.0,1.0,N,N,N,N
4J,J,H,47J,21,9J,V,1.0,1.0,N,N,N,N
9Q,J,S,9Q,19,9J,E,1.0,0.0,N,N,N,N
5A,A,HS,45A,20,6A,V,1.0,1.0,N,N,N,N
78,A,HS,278,17,6A,E,1.0,0.0,N,N,N,N
9T,A,S,9T,19,6A,V,1.0,1.0,N,N,N,N
34,A,HHS,3349,19,6A,V,1.0,1.0,N,N,N,N
37,A,HS,37T,20,6A,V,1.0,1.0,N,N,N,N
49,A,HS,459,18,6A,V,1.0,1.0,N,N,N,N
4Q,A,HS,44Q,18,6A,V,1.0,1.0,N,N,N,N
4Q,T,H,49Q,23,TT,D,1.0,-1.0,N,N,N,N
47,T,D,47T,21,TT,V,1.0,2.0,S,N,N,N
9J,T,S,9J,19,TT,D,1.0,-1.0,N,N,N,N
6Q,T,HS,6QA,17,TT,D,1.0,-1.0,N,N,N,N
